Year,Semester,Branch,Subject_Code,Subject_Name,Subject_Code_Name,Unit,Keywords
4,7,CSE,TCS 723,Distributed Systems,TCS 723 - Distributed Systems,Unit 5,Distributed file systems: Design Goals | DFS architecture | Naming Schemes | Mounting Remote Directories | Caching to improve performance | Design issues of cache | cache location | Cache update policies | Cache consistency | Sharing semantics in DFS | Stateless vs Stateful service NFS | NFS architecture
4,7,CSE,TCS 763,Social and Web Analytics,TCS 763 - Social and Web Analytics,Unit 1,Web and social media (Web sites | web apps | mobile apps and social media) | Usability | user experience | customer experience | customer sentiments | web marketing | conversion rates | brand reputation | competitive advantages | Web analytics and a Web analytics 2.0 framework (clickstream
4,7,CSE,TCS 763,Social and Web Analytics,TCS 763 - Social and Web Analytics,Unit 2,Contact Hours Data (Structured data | unstructured data | metadata | Big Data and Linked Data) | Lab testing and experiment design (selecting participants | withinsubjects or between subjects study | counter balancing | independent and dependent variable | A/B testing | multivariate testing | controlled experiments) Data analysis basics (types of data | metrics and data
4,7,CSE,TCS 763,Social and Web Analytics,TCS 763 - Social and Web Analytics,Unit 3,Measuring user experience - Usability metrics (performance metrics | issues-based metrics | self-reported metrics) | Planning and performing a usability study (study goals | user goals | metrics and evaluation methods | participants | data collection | data analysis) | comparing with competition | completing a task or transaction | evaluating the impact of subtle changes)
4,7,CSE,TCS 763,Social and Web Analytics,TCS 763 - Social and Web Analytics,Unit 4,Web metrics and web analytics- PULSE metrics (Page views | Uptime | Latency | Seven-day active users) on business and technical issues | HEART metrics (Happiness | Engagement | Adoption | Retention | Task success) on user behavior issues | On-site web analytics | off-site web analytics | goal-signal-metric process.
4,7,CSE,TCS 763,Social and Web Analytics,TCS 763 - Social and Web Analytics,Unit 5,Social media analytics  Introduction | Social media KPIs (reach and engagement) | Performing social media analytics (business goal | KPIs | data gathering | analysis | measure and feedback) | Dashboard | social reports) Statistical programming language (R) | its social media analysis packages Total
4,7,CSE,TCS 743,Evolutionary Computation,TCS 743 - Evolutionary Computation,Unit 1,evolutionary computation|genetic algorithms|natural selection|survival of the fittest|population initialization|fitness function|selection operator|crossover operator|mutation operator|chromosome representation|binary encoding|real encoding|search space|optimization problem|global optimum|local optimum|exploration vs exploitation|evolutionary strategies|genetic programming|reproduction|elitism|convergence|fitness landscape
4,7,CSE,TCS 742,Deep Learning,TCS 742 - Deep Learning,Unit 1,deep learning: basics of Machine Learning | Machine Learning vs Deep Learning | deep learning process | neural network
4,7,CSE,TCS 742,Deep Learning,TCS 742 - Deep Learning,Unit 2,Modern practical deep networks: Deep Feed forward Networks | Regularization for Deep Learning | Optimization for Training Deep Models | Convolutional Networks | Variants of CNN: DenseNet | PixelNet
4,7,CSE,TCS 742,Deep Learning,TCS 742 - Deep Learning,Unit 3,Popular CNN Architectures: ResNet | AlexNet | Sequence Modeling: Recurrent and Recursive Nets | Practical Methodology | Applications | Transfer learning Techniques | Contact Hours
4,7,CSE,TCS 742,Deep Learning,TCS 742 - Deep Learning,Unit 4,Deep Learning Research: Linear Factor Models | Auto-encoders | Representation Learning | Structured Probabilistic Models for Deep Learning | Monte Carlo Methods | Confronting the Partition Function | Approximate Inference Deep Generative Models.
4,7,CSE,TCS 742,Deep Learning,TCS 742 - Deep Learning,Unit 5,Data GraphLab | Deep Learning Libraries | Theano | Caffe | TensorFlow Total
4,7,CSE,TCS 793,Cloud Security,TCS 793 - Cloud Security,Unit 1,Cloud Security What is Cloud Security? | Motivation for Cloud Security | Reference models and Standards for Security Management | Information Technology Infrastructure Library (ITIL) | ISO 27001/27002 | CSA Cloud Reference Model with security boundaries | NIST Standards and Guidelines for Cloud Security | NIST Cloud Computing Security Reference Architecture.
4,7,CSE,TCS 793,Cloud Security,TCS 793 - Cloud Security,Unit 2,Integrity | Authentication | NonRepudiation | Availability | Access control | Defense in depth | Least privilege | Authorization | Cryptography | Auditing | Accountability) | Privacy : What is Privacy
4,7,CSE,TCS 793,Cloud Security,TCS 793 - Cloud Security,Unit 3,Virtualization-specific Attacks: VM Escape | Cross-VM Side Channel Attack | Guest hopping | Guest DoS | VM Malware Injection | VM migration attack | VMM DoS | VMM Hyperjacking | VMM Malware Injection | VMM Backdoor
4,7,CSE,TCS 793,Cloud Security,TCS 793 - Cloud Security,Unit 4,Advanced Security Concepts Securing the Cloud | security boundary | Security service boundary Security mapping | Securing Data | Brokered cloud storage access | Establishing Identity and Presence | Identity protocol standards | Windows Azure identity standards | Identity and Access Management: Why IAM | IAM Challenges | Definitions | Architecture &Practice
4,7,CSE,TCS 793,Cloud Security,TCS 793 - Cloud Security,Unit 5,Deployment of IDS in Cloud | Intrusion Detection Techniques in Cloud
4,8,CSE,TDM 881,Disaster Management,TDM 881 - Disaster Management,Unit 1,Introduction | Definitions and Classification: Concepts and definitions - Disaster | Hazard | Vulnerability | Resilience | Risks Natural disasters : Cloud bursts | earth quakes | Tsunami | snow | avalanches | landslides | forest fires
4,8,CSE,TDM 881,Disaster Management,TDM 881 - Disaster Management,Unit 2,differential impacts | impacts of development projects such asdams | embankments | changes in land use etc. climate change adaption | relevance of indigenous knowledge | appropriate technology and local resources | sustainable development and its role in disaster mitigation | roles and responsibilities of community | panchayat raj institutions/urban local bodies | state | centre and other stake holders in disaster mitigation.
4,8,CSE,TDM 881,Disaster Management,TDM 881 - Disaster Management,Unit 3,Disaster Management (Pre-disasterstage | predictably/forecastingand warning | preparing disaster preparedness plans | land use zoning | preparedness through information | education and communication (IEC) | disaster resistant house construction | population reduction in vulnerable areas | immediate relief | urban disaster mitigation: Political and administrative aspects | social aspects | economic aspects
4,8,CSE,TDM 881,Disaster Management,TDM 881 - Disaster Management,Unit 4,National Disaster Response Force (NDRF): Rule andresponsibilities
4,8,CSE,TCS 801,Mobile Computing,TCS 801 - Mobile Computing,Unit 1,Introduction | issues in mobile computing | wireless telephony: cellular concept | GSM: air-interface | channel structure | location management: HLR-VLR | hierarchical | handoffs | channel allocation in cellular systems | CDMA | GPRS Contact Hours
4,8,CSE,TCS 801,Mobile Computing,TCS 801 - Mobile Computing,Unit 2,Wireless Networking | Wireless LAN Overview: MAC issues | IEEE 802.11 | Blue Tooth | Wireless multiple access protocols | TCP over wireless | Wireless applications | data broadcasting | Mobile IP | WAP: Architecture | protocol stack | application environment
4,8,CSE,TCS 801,Mobile Computing,TCS 801 - Mobile Computing,Unit 3,Data management issues | data replication for mobile computers | adaptive clustering for mobile wireless networks | File system | Disconnected operations
4,8,CSE,TCS 801,Mobile Computing,TCS 801 - Mobile Computing,Unit 4,Mobile Agents computing | security and fault tolerance | transaction processing in mobile computing environment.
4,8,CSE,TCS 801,Mobile Computing,TCS 801 - Mobile Computing,Unit 5,Ad Hoc networks | localization | MAC issues | Routing protocols | global state routing (GSR) | Destination sequenced distance vector routing (DSDV) | Dynamic source routing (DSR) | Ad Hoc on demand distance vector routing (AODV) | Temporary ordered routing algorithm (TORA) | QoS in Ad Hoc Networks | applications Total
4,8,CSE,TCS 821,Soft Computing,TCS 821 - Soft Computing,Unit 1,Fundamentals of ANN: The Biological Neural Network | setting of weights | activation functions - McCulloch-pitts Neuron Model | Hebbian Learning rule | Perceptionlearning rule | Delta learning rule.
4,8,CSE,TCS 821,Soft Computing,TCS 821 - Soft Computing,Unit 2,Models of ANN: Single layer perception | Architecture | Algorithm
4,8,CSE,TCS 821,Soft Computing,TCS 821 - Soft Computing,Unit 3,Fuzzy Sets | properties and operations - Fuzzy relations | cardinality | operations andproperties of fuzzy relations | fuzzy composition. Contact Hours
4,8,CSE,TCS 821,Soft Computing,TCS 821 - Soft Computing,Unit 4,inference | rulebase | defuzzification.
4,8,CSE,TCS 821,Soft Computing,TCS 821 - Soft Computing,Unit 5,Genetic Algorithm (GA): Biological terminology  elements of GA: encoding | types ofselection | types of crossover | mutation | reinsertion  a simple genetic algorithm Theoretical foundation: schema | fundamental theorem of GA | building block hypothesis. Total
4,8,CSE,TCS 826,Unix Systems,TCS 826 - Unix Systems,Unit 1,System Programming | File I/O | Difference between Buffered and Unbuffered I/O | I/O system calls: open() | close() | read() | write() | Effect of I/O buffering in stdio and the kernel | synchronized I/O | Seeking to a file offset: lseek() | File control: fcntl() | Locking
4,8,CSE,TCS 826,Unix Systems,TCS 826 - Unix Systems,Unit 2,Processes: Process ID and Parent process ID | Memory layout | Running and Terminating a process | Waiting for Terminated child processes (fork | exec family | wait | waitpid) | copy on write | Advanced Process Management: Process Priorities | nice() | Setting the scheduling policy Contact Hours
4,8,CSE,TCS 826,Unix Systems,TCS 826 - Unix Systems,Unit 3,Processes and Inter-Process Communication: Introduction | pipes | FIFOs | XSI IPC: Message Queues | Semaphores | Shared Memory
4,8,CSE,TCS 826,Unix Systems,TCS 826 - Unix Systems,Unit 4,Signals: Signal types and default actions | Signal management | signal function | unreliable signals | SIGCLD | Sending signals | Signal sets | Blocking signals (the signal mask) | Interruption and restarting of system calls | Designing signal handlers
4,8,CSE,TCS 826,Unix Systems,TCS 826 - Unix Systems,Unit 5,Network Programming: Sockets | Operation | Socket types | Client/Server Models | Connection Based Services | Handling Out of Band Data | Connectionless Services | Design issues of Concurrent and iterative servers | Socket options Total
4,8,CSE,TCS 851,Storage Networks,TCS 851 - Storage Networks,Unit 1,Storage Technology Introduction to storage network | Five pillars of IT | parameters related with storage | data proliferation | problem caused by data proliferation | Hierarchical storage management | Information life cycle management (ILM) | Role of ILM | Information value vs. time mapping | Evolution of storage | Storage infrastructure component | storage management skills and activities
4,8,CSE,TCS 851,Storage Networks,TCS 851 - Storage Networks,Unit 2,Storage centric IT architecture & advantages | replacing a server with storage networks | Disk subsystems | Architecture of disk subsystem | Hard disks and Internal I/O channel | JBOD | RAID& RAID levels | RAID parity | comparison of RAID levels | Hot sparing | Hot swapping | Caching : acceleration of hard disk access
4,8,CSE,TCS 851,Storage Networks,TCS 851 - Storage Networks,Unit 3,I/O techniques I/O path from CPU to storage systems | SCSI technology  basics & protocol | SCSI and storage networks | Limitations of SCSI Fibre channel: Fibre channel | characteristic of fibre channel | serial data transfer vs. parallel data transfer | Fibre channel protocol stack | Links | ports & topologies | Data transport in fibre channel | Addressing in fibre channel | Designing of FC-SAN
4,8,CSE,TCS 851,Storage Networks,TCS 851 - Storage Networks,Unit 4,Storage Virtualization Introduction to storage virtualization | products | definition | core concepts | virtualization on various levels of storage network | advantages and disadvantages | Symmetric and asymmetric virtualization | performance of San virtualization | Scaling storage with virtualization
4,8,CSE,TCS 851,Storage Networks,TCS 851 - Storage Networks,Unit 5,Management of storage Networks Management of storage network | SNMP protocol | requirements of management systems | Management interfaces | Standardized and proprietary mechanism | In-band& Out-band management | Backup and Recovery Total
4,8,CSE,TCS 857,Game Theory,TCS 857 - Game Theory,Unit 1,Introduction | Strategic Games: What is game theory? The theory of rational choice | Interacting decision makers. Strategic games | Examples: The prisoners dilemma | Bach or Stravinsky | Matching pennies | Nash equilibrium | Examples of Nash equilibrium | Bestresponse functions | Dominated actions | Strategic games in which players may randomize | Mixed strategy Nash equilibrium
4,8,CSE,TCS 857,Game Theory,TCS 857 - Game Theory,Unit 2,Extensive Games: Extensive games with perfect information | Strategies and outcomes | Nash equilibrium | Subgame perfect equilibrium | Stackelbergs model of duopoly | Illustrations: Entry in to a monopolized industry | Electoral competition with strategic voters | Committee decision making | Exit from a declining industry | Allowing for exogenous uncertainty | Discussion: subgame perfect equilibrium and backward induction
4,8,CSE,TCS 857,Game Theory,TCS 857 - Game Theory,Unit 3,Bayesian Games | Extensive Games with Imperfect Information: Motivational examples | General definitions | Two examples concerning information | Illustrations: Cournots duopoly game with imperfect information | Providing a public good | Auctions | Strategies | Nash equilibrium | Beliefs and sequential equilibrium | Signaling games | Illustration: Strategic information transmission. Strictly Competitive Games
4,8,CSE,TCS 857,Game Theory,TCS 857 - Game Theory,Unit 4,Iterated Games: Repeated games: The main idea | Preferences | Repeated games | Finitely and infinitely repeated Prisoners dilemma | Strategies in an infinitely repeated Prisoners dilemma | Some Nash equilibria of an infinitely repeated Prisoners dilemma | Nash equilibrium payoffs of an infinitely repeated Prisoners dilemma
4,8,CSE,TCS 857,Game Theory,TCS 857 - Game Theory,Unit 5,Exchanging homogeneous items | Exchanging heterogeneous items | Voting | Matching. Bargaining as an extensive game | Illustration of trade in a market | Nash's axiomatic model of bargaining Total
4,8,CSE,TCS 842,Recent Trends in AI,TCS 842 - Recent Trends in AI,,
4,8,CSE,TCS 862,FATE in AI (Fairness| Accountability| Transparency| Ethics),TCS 862 - FATE in AI (Fairness| Accountability| Transparency| Ethics),Unit 1,Data: Protection rational & genesis | data protection in India (judicial developments on right to privacy | legislative developments) | Territorial and Personal Scope | Personal data | Sensitive personal data | Processing of data | Processing of sensitive data | Rights: Introduction | right to object to processing | right to be forget | Case studies.
4,8,CSE,TCS 862,FATE in AI (Fairness| Accountability| Transparency| Ethics),TCS 862 - FATE in AI (Fairness| Accountability| Transparency| Ethics),Unit 2,Fairness: Introduction | sources of unfairness | definitions | Metrics for fairness | fair data | pre-processing methods | In-processing methods | post-processing methods | Model auditing for fairness | ML models and privacy | ML models and security | Fair product design & development
4,8,CSE,TCS 862,FATE in AI (Fairness| Accountability| Transparency| Ethics),TCS 862 - FATE in AI (Fairness| Accountability| Transparency| Ethics),Unit 3,Contact Hours Accountability & Ethics: Introduction | Guidelines in AI ethics | AI in practice | Advances in AI ethics
4,8,CSE,TCS 862,FATE in AI (Fairness| Accountability| Transparency| Ethics),TCS 862 - FATE in AI (Fairness| Accountability| Transparency| Ethics),Unit 4,Transparency (Explainability): Importance of explainability in AI systems | Case studies | Accuracy-interpretability tradeoff in machine learning | Different types of interpretability approaches: Rule-based | Prototype-based | Feature importance-based | post-hoc explanations.
4,8,CSE,TCS 862,FATE in AI (Fairness| Accountability| Transparency| Ethics),TCS 862 - FATE in AI (Fairness| Accountability| Transparency| Ethics),Unit 5,FATE incorporation in AI designing systems | Issues | Effectiveness | Responsible AI | Algorithm Inclusivity and Accessibility | Real World use case examination. Total
4,8,CSE,TCS 893,Privacy and Security in Online Social Media,TCS 893 - Privacy and Security in Online Social Media,Unit 1,Social Media Attacks-Phishing | Reconnaissance | Fake Profiles | Social Engineering | Fake News | Profile Compromise Unit  III Unit  IV Unit  V Total
4,8,CSE,TCS 894,E-Privacy: Privacy and Trust in Electronic Society,TCS 894 - E-Privacy: Privacy and Trust in Electronic Society,Unit 1,e-privacy | information security | CIA triad | vulnerability | threats | attacks | trust | computation of trust | privacy- an issue of global concern | technology and rising concern over privacy | conceptions of privacy | feasibility of privacy conceptualizing
4,8,CSE,TCS 895,Crypto Assets and Crypto Economy,TCS 895 - Crypto Assets and Crypto Economy,Unit 1,distributed ledger technology: Details of blockchain | distributed ledger technology | its working mechanism and usability | security of crypto assets
4,8,CSE,TCS 895,Crypto Assets and Crypto Economy,TCS 895 - Crypto Assets and Crypto Economy,Unit 2,crypto assets: Different types of crypto assets and their use | cryptocurrencies and non- currency assets-tokens and utility tokens | characteristics of cryptocurrencies- borderless | censorship-free | greater financial control | greater security | lower costs | Litecoin (LTC) | Ethereum (ETH) | ripple (XRP) | zcash (ZEC) | bitcoin cash
4,8,CSE,TCS 895,Crypto Assets and Crypto Economy,TCS 895 - Crypto Assets and Crypto Economy,Unit 3,crypto economy: Introduction to crypto economy | past | present | future of crypto economy | institutional economics of blockchain | universal turing institution | micro foundations of ledgers.
4,8,CSE,TCS 895,Crypto Assets and Crypto Economy,TCS 895 - Crypto Assets and Crypto Economy,Unit 4,Advanced topics of crypto economy: Money | dequity | the barter economy of the future | supply chains and identity | V-form organization | the future of the firm.
4,8,CSE,TCS 895,Crypto Assets and Crypto Economy,TCS 895 - Crypto Assets and Crypto Economy,Unit 5,Ethics and issues: Ethics and issues in crypto economy | capitalism | policy in blockchain era | capitalism after Satoshi. Total
1,1,ECE,TEC 101/201,Basic Electronics Engineering,TEC 101/201 - Basic Electronics Engineering,Unit 1,Number Systems & Boolean Algebra: Number systems and their conversion | Logic gates | Boolean algebra | SOP & POS form | Canonical form | Simplification of Boolean function | Karnaugh map method
1,1,ECE,TEC 101/201,Basic Electronics Engineering,TEC 101/201 - Basic Electronics Engineering,Unit 2,Basics of Semiconductor Devices: Energy band theory | Semiconductors | Intrinsic | Extrinsic | PN Junction | V-I characteristics | Zener diode | Bipolar Junction Transistors | Common base | Common emitter
1,1,ECE,TEC 101/201,Basic Electronics Engineering,TEC 101/201 - Basic Electronics Engineering,Unit 3,AC to DC Conversion and Operational amplifier: DC power supply | Rectifiers | Half wave | Full wave | Bridge rectifier | Inverting | Non-Inverting Op-amp | Summing amplifier | Difference amplifier
2,3,ECE,TEC 301,Electronic Devices and Circuits,TEC 301 - Electronic Devices and Circuits,Unit 1,Bipolar Junction Transistor: BJT amplifier and switch | Small signal models | Frequency response | CE amplifier | Cascade amplifier | Darlington pair | Cascode configuration
2,3,ECE,TEC 301,Electronic Devices and Circuits,TEC 301 - Electronic Devices and Circuits,Unit 2,MOSFET and MOS Capacitor: FET | MOSFET characteristics | Q-point analysis | MOS Capacitor | C-V Characteristics | Short Channel MOSFET | Subthreshold Characteristics
2,3,ECE,TEC 301,Electronic Devices and Circuits,TEC 301 - Electronic Devices and Circuits,Unit 3,MOSFET as an Amplifier: MOSFET biasing | Common Gate | Common Source | Common Drain | Frequency response
2,3,ECE,TEC 301,Electronic Devices and Circuits,TEC 301 - Electronic Devices and Circuits,Unit 4,Feedback Circuits and Oscillators: Negative feedback | Four basic feedback topologies | RC phase shift | Wein bridge | Hartley | Colpitts | Clapp | crystal oscillator
2,3,ECE,TEC 301,Electronic Devices and Circuits,TEC 301 - Electronic Devices and Circuits,Unit 5,Power Amplifiers: Classification | Class A | Class B push pull | Crossover distortion | Class AB | Class C power amplifier
2,3,ECE,TEC 302,Digital Electronics,TEC 302 - Digital Electronics,Unit 1,Boolean Algebra and Gate Level Minimization: Number System | K-Map | Quine-McClusky method | NAND and NOR implementation
2,3,ECE,TEC 302,Digital Electronics,TEC 302 - Digital Electronics,Unit 2,Combinational Logic Circuits: Binary adder | subtractor | Multiplexer | Demultiplexer | Decoder | Encoder | FPGA
2,3,ECE,TEC 302,Digital Electronics,TEC 302 - Digital Electronics,Unit 3,Sequential Logic Circuits: Latches | Flip Flops | RS JK D T | Counter | Asynchronous | Synchronous | Ring counter | Shift register
2,3,ECE,TEC 302,Digital Electronics,TEC 302 - Digital Electronics,Unit 4,State synthesis table | State reduction
2,3,ECE,TEC 302,Digital Electronics,TEC 302 - Digital Electronics,Unit 5,Logic Family: RTL | NMOS | PMOS | CMOS logic family
2,3,ECE,TEC 303,Network Analysis and Synthesis,TEC 303 - Network Analysis and Synthesis,Unit 1,Network concepts and theorems: node and mesh analysis | Kirchhoff's laws | Thevenin's | Norton's | Maximum power transfer | Superposition
2,3,ECE,TEC 303,Network Analysis and Synthesis,TEC 303 - Network Analysis and Synthesis,Unit 2,Graph Theory: graphs | trees | incidence matrix | circuit matrix | cut-set matrix | KCL analysis
2,3,ECE,TEC 303,Network Analysis and Synthesis,TEC 303 - Network Analysis and Synthesis,Unit 3,Network Transients: RC RL RLC circuits | Laplace transform | driving point and transfer function | resonance
2,3,ECE,TEC 303,Network Analysis and Synthesis,TEC 303 - Network Analysis and Synthesis,Unit 4,Two Port Network and Coupling Circuit: two port parameters | reciprocity | symmetry | Mutual inductance | Magnetic Coupling
2,3,ECE,TEC 303,Network Analysis and Synthesis,TEC 303 - Network Analysis and Synthesis,Unit 5,Network Function and Synthesis: Positive real function | Hurwitz polynomials | LC RC RL driving point functions | Foster and Cauer forms
2,3,ECE,TEC 304,Signals and Systems,TEC 304 - Signals and Systems,Unit 1,Continuous-time and Discrete-time Signals: Unit step | Unit ramp | Exponential | Rectangular pulse | Unit 1mpulse | Shifting | Scaling | Folding
2,3,ECE,TEC 304,Signals and Systems,TEC 304 - Signals and Systems,Unit 2,Continuous-time and Discrete-time Systems: LTI system | Impulse response | Convolution integral | Convolution sum
2,3,ECE,TEC 304,Signals and Systems,TEC 304 - Signals and Systems,Unit 3,Fourier Series Analysis: Fourier series | Trigonometric | Exponential Fourier series | Power content
2,3,ECE,TEC 304,Signals and Systems,TEC 304 - Signals and Systems,Unit 4,Continuous Time Fourier Transform: Fourier transform | Properties | Inverse Fourier Transform | Parseval's theorem
2,3,ECE,TEC 304,Signals and Systems,TEC 304 - Signals and Systems,Unit 5,Laplace Transform: Region of convergence | Properties | Convolution | Unilateral Laplace transform | Initial and final value theorem
2,3,ECE,TEC 341,Electronic Instrumentation,TEC 341 - Electronic Instrumentation,Unit 1,Electronic Instruments: Static characteristics | Errors in measurements | Accuracy | precision | Linearity | Hysteresis | Resolution | Loading Effects
2,3,ECE,TEC 341,Electronic Instrumentation,TEC 341 - Electronic Instrumentation,Unit 2,Transducers & Actuators: Strain Gauge | Thermistor | Piezoelectric | Thermocouple | LVDT | RVDT | Actuators
2,3,ECE,TEC 341,Electronic Instrumentation,TEC 341 - Electronic Instrumentation,Unit 3,Instrumentation systems: Data acquisition system | Signal Conditioners | Sample and hold | Data logger
2,3,ECE,TEC 341,Electronic Instrumentation,TEC 341 - Electronic Instrumentation,Unit 4,Controllers: P | PID controllers | Programmable logic Controller
2,3,ECE,TEC 341,Electronic Instrumentation,TEC 341 - Electronic Instrumentation,Unit 5,Telemetry & Instrument interfacing: RS232/485 | Field bus | Modbus | GPIB | USB Protocol | HART communication
2,4,ECE,TEC 401,Communication Systems I,TEC 401 - Communication Systems I,Unit 1,Amplitude Modulation Systems: AM wave | Modulation index | DSB-FC | DSB-SC | SSB-SC | VSB signals
2,4,ECE,TEC 401,Communication Systems I,TEC 401 - Communication Systems I,Unit 2,Angle Modulation Systems: Frequency modulation | Phase modulation | Narrow band | Wideband FM
2,4,ECE,TEC 401,Communication Systems I,TEC 401 - Communication Systems I,Unit 3,Noise: Internal and external noise | S/N ratio | Noise figure | Equivalent noise temperature
2,4,ECE,TEC 401,Communication Systems I,TEC 401 - Communication Systems I,Unit 4,Pulse Analog Modulation System: Sampling | Pulse amplitude modulation | Pulse duration modulation | Pulse position modulation
2,4,ECE,TEC 401,Communication Systems I,TEC 401 - Communication Systems I,Unit 5,SNR Performance: DSB-SC | SSB-SC | FM threshold effect | Pre-emphasis | De-emphasis
2,4,ECE,TEC 402,Analog Integrated Circuits,TEC 402 - Analog Integrated Circuits,Unit 1,Differential amplifier and OP-AMP Fundamentals: DC AC analysis | Current mirror | Active load | Level shifter
2,4,ECE,TEC 402,Analog Integrated Circuits,TEC 402 - Analog Integrated Circuits,Unit 2,Operational Amplifier Applications: Summer amplifier | Difference amplifier | Integrator | Differentiator | Instrumentation amplifier
2,4,ECE,TEC 402,Analog Integrated Circuits,TEC 402 - Analog Integrated Circuits,Unit 3,Non-linear Circuits: Logarithmic amplifier | Precision rectifier | Comparator | Oscillators | Multivibrators | 555 timer
2,4,ECE,TEC 402,Analog Integrated Circuits,TEC 402 - Analog Integrated Circuits,Unit 4,Active Filters: Butterworth filter | Low pass | High pass | Band pass | Band-reject | Sallen-Key filter
2,4,ECE,TEC 402,Analog Integrated Circuits,TEC 402 - Analog Integrated Circuits,Unit 5,Voltage Regulators: Series regulators | IC voltage regulators | Switching regulators
2,4,ECE,TEC 403,Microprocessor and its Applications,TEC 403 - Microprocessor and its Applications,Unit 1,Microprocessors: Evolution | 8085 internal architecture | Pin diagram
2,4,ECE,TEC 403,Microprocessor and its Applications,TEC 403 - Microprocessor and its Applications,Unit 2,Programming with 8085: Instruction set | Addressing modes | Assembly language | Interrupts | Stack and subroutines
2,4,ECE,TEC 403,Microprocessor and its Applications,TEC 403 - Microprocessor and its Applications,Unit 3,16-bit microprocessors 8086: Architecture | Segmentation | Memory organization | Assembly language programming
2,4,ECE,TEC 403,Microprocessor and its Applications,TEC 403 - Microprocessor and its Applications,Unit 4,Interfacing with Microprocessor: 8255 PPI | USART | Memory interfacing | Programmable interrupt controller
2,4,ECE,TEC 403,Microprocessor and its Applications,TEC 403 - Microprocessor and its Applications,Unit 5,Interfacing of Microprocessor with Timing Devices: Programmable interval timer | ADC interfacing
2,4,ECE,TEC 404,Electromagnetic Field Theory,TEC 404 - Electromagnetic Field Theory,Unit 1,Coordinate System and Vector Calculus: Gradient | Divergence | Curl | Laplacian | Divergence theorem | Stoke's theorem
2,4,ECE,TEC 404,Electromagnetic Field Theory,TEC 404 - Electromagnetic Field Theory,Unit 2,Static Fields: Gauss law | Electrostatic potential | Poisson's Laplace equation | Biot-Savart law | Ampere's law | Magnetic flux density
2,4,ECE,TEC 404,Electromagnetic Field Theory,TEC 404 - Electromagnetic Field Theory,Unit 3,Maxwell's Equation and Electromagnetic Wave Propagation: Faraday Law | Displacement Current | Plane waves | Poynting theorem
2,4,ECE,TEC 404,Electromagnetic Field Theory,TEC 404 - Electromagnetic Field Theory,Unit 4,Transmission Lines: Transmission line parameters | Reflection coefficient | Standing wave ratio | Quarter wave transformer | Smith chart
2,4,ECE,TEC 404,Electromagnetic Field Theory,TEC 404 - Electromagnetic Field Theory,Unit 5,Parallel Plate Waveguide: Transverse Electric TE mode | Transverse Magnetic TM Mode | TEM mode
3,5,ECE,TEC 501,Digital Signal Processing,TEC 501 - Digital Signal Processing,Unit 1,Discrete-Time Signals and Z-transform: Z transform | ROC properties | DTFS | DTFT
3,5,ECE,TEC 501,Digital Signal Processing,TEC 501 - Digital Signal Processing,Unit 2,DFT and FFT Algorithms: Discrete Fourier Transform | Circular convolution | DITFFT | DIFFFT | Applications
3,5,ECE,TEC 501,Digital Signal Processing,TEC 501 - Digital Signal Processing,Unit 3,Structures of Digital Filters: Direct form I | Direct form II | Cascade | Parallel Form | FIR filter structure
3,5,ECE,TEC 501,Digital Signal Processing,TEC 501 - Digital Signal Processing,Unit 4,Design of IIR Digital Filters: Impulse invariance | Bilinear transformation | Butterworth filter | Chebyshev filter
3,5,ECE,TEC 501,Digital Signal Processing,TEC 501 - Digital Signal Processing,Unit 5,Design of FIR Digital Filters: Linear phase FIR filters | Hamming | Hanning | Blackman windows | Fixed point representations
3,5,ECE,TEC 502,Communication Systems II,TEC 502 - Communication Systems II,Unit 1,Sampling and Baseband Transmission: Quantization | Companding | Pulse code modulation | DPCM | Delta modulation
3,5,ECE,TEC 502,Communication Systems II,TEC 502 - Communication Systems II,Unit 2,Digital Transmission through AWGN Channels: Line codes | Intersymbol interference | Nyquist criterion | Raised cosine filter
3,5,ECE,TEC 502,Communication Systems II,TEC 502 - Communication Systems II,Unit 3,Digital Modulation Techniques: ASK | DPSK | QPSK | Minimum shift keying
3,5,ECE,TEC 502,Communication Systems II,TEC 502 - Communication Systems II,Unit 4,Optimum Receivers: Matched filter | Correlation receiver | Probability of error | BASK | BPSK | QPSK | BFSK
3,5,ECE,TEC 502,Communication Systems II,TEC 502 - Communication Systems II,Unit 5,Information Theory and Error Control Coding: Entropy | Channel capacity | Huffman coding | Shannon-Fano coding
3,5,ECE,TEC 503,Microcontroller and Embedded System,TEC 503 - Microcontroller and Embedded System,Unit 1,Microcontrollers: 8051 architecture | Harvard vs Von Neumann | CISC vs RISC | Pin diagram
3,5,ECE,TEC 503,Microcontroller and Embedded System,TEC 503 - Microcontroller and Embedded System,Unit 2,8051 Instruction Set: Addressing modes | Instruction execution | Assemblers | Simulators
3,5,ECE,TEC 503,Microcontroller and Embedded System,TEC 503 - Microcontroller and Embedded System,Unit 3,Programming of 8051 and Interrupts: I/O bit manipulation | Timer | Counter | 8051 interrupts
3,5,ECE,TEC 503,Microcontroller and Embedded System,TEC 503 - Microcontroller and Embedded System,Unit 4,Arduino IDE Platform: ATMEGA328 | Instruction set | PWM I/O pins | Internet of things
